compx,compy,compz,accelx,accely,accelz,gyrox,gyroy,gyroz,temp,baro,timestamp
0.436000,0.070900,0.224700,-0.229000,0.072000,-9.635000,-0.011622,-0.001547,0.006506,30.200000,84.000000,1559172038.646008
0.437100,0.072000,0.223300,-0.104000,0.041000,-9.750000,-0.019194,0.006701,0.009634,30.200000,84.000000,1559172038.740462
0.436000,0.072000,0.223300,-0.180000,-0.038000,-9.713000,0.003169,-0.002581,0.004278,30.200000,84.000000,1559172038.846326
0.433900,0.072000,0.222100,-0.215000,0.014000,-9.706000,-0.000317,-0.003231,0.008817,30.200000,84.004000,1559172038.940829
0.437100,0.073100,0.219200,-0.156000,0.072000,-9.674000,-0.005571,-0.000404,0.003640,30.200000,84.000000,1559172039.047953
0.437100,0.069700,0.220500,-0.196000,0.061000,-9.652000,-0.004536,0.002490,0.004664,30.200000,84.004000,1559172039.140014
0.436000,0.073100,0.217900,-0.196000,-0.003000,-9.670000,0.004333,0.000074,0.002886,30.200000,84.004000,1559172039.245886
0.436000,0.070900,0.223300,-0.165000,0.018000,-9.681000,0.003838,-0.001262,0.008853,30.200000,83.988000,1559172039.339180
0.437100,0.069700,0.219200,-0.189000,-0.020000,-9.705000,0.005144,-0.000916,0.003968,30.200000,83.988000,1559172039.446326
0.436000,0.072000,0.223300,-0.224000,-0.007000,-9.743000,-0.001952,-0.002001,0.000805,30.200000,84.000000,1559172039.540705
0.434900,0.069700,0.219300,-0.173000,-0.018000,-9.655000,0.001241,-0.000263,0.006207,30.200000,84.004000,1559172039.646576
0.434900,0.070900,0.220600,-0.203000,-0.003000,-9.665000,0.002515,-0.001582,0.002509,30.200000,84.000000,1559172039.739825
0.437100,0.070800,0.221900,-0.193000,0.033000,-9.703000,-0.002811,0.001651,0.002762,30.200000,84.004000,1559172039.846950
0.436000,0.070900,0.221900,-0.188000,-0.018000,-9.729000,-0.000632,0.001594,0.001632,30.200000,84.004000,1559172039.940204
0.435000,0.070900,0.224700,-0.157000,-0.088000,-9.674000,0.006884,0.003733,-0.002240,30.200000,84.004000,1559172040.046075
0.435000,0.069700,0.222000,-0.266000,0.010000,-9.704000,0.010073,-0.005212,-0.001676,30.200000,84.004000,1559172040.139423
0.437100,0.069700,0.221900,-0.220000,0.165000,-9.650000,-0.012317,0.011226,0.004087,30.200000,84.000000,1559172040.247766
